# Tetrahedron method
       -2.3577909533        0.0000000000
       -2.3377909533        0.0000000000
       -2.3177909533        0.0000000000
       -2.2977909533        0.0000000000
       -2.2777909533        0.0000000000
       -2.2577909533        0.0000000000
       -2.2377909533        0.0000000000
       -2.2177909533        0.0000000000
       -2.1977909533        0.0000000000
       -2.1777909533        0.0000000000
       -2.1577909533        0.0000000000
       -2.1377909533        0.0000000000
       -2.1177909533        0.0000000000
       -2.0977909533        0.0000000000
       -2.0777909533        0.0000000000
       -2.0577909533        0.0000000000
       -2.0377909533        0.0000000000
       -2.0177909533        0.0000000000
       -1.9977909533        0.0000000000
       -1.9777909533        0.0000000000
       -1.9577909533        0.0000000000
       -1.9377909533        0.0000000000
       -1.9177909533        0.0000000000
       -1.8977909533        0.0000000000
       -1.8777909533        0.0000000000
       -1.8577909533        0.0000000000
       -1.8377909533        0.0000000000
       -1.8177909533        0.0000000000
       -1.7977909533        0.0000000000
       -1.7777909533        0.0000000000
       -1.7577909533        0.0000000000
       -1.7377909533        0.0000000000
       -1.7177909533        0.0000000000
       -1.6977909533        0.0000000000
       -1.6777909533        0.0000000000
       -1.6577909533        0.0000000000
       -1.6377909533        0.0000000000
       -1.6177909533        0.0000000000
       -1.5977909533        0.0000000000
       -1.5777909533        0.0000000000
       -1.5577909533        0.0000000000
       -1.5377909533        0.0000000000
       -1.5177909533        0.0000000000
       -1.4977909533        0.0000000000
       -1.4777909533        0.0000000000
       -1.4577909533        0.0000000000
       -1.4377909533        0.0000000000
       -1.4177909533        0.0000000000
       -1.3977909533        0.0000000000
       -1.3777909533        0.0000000000
       -1.3577909533        0.0000000000
       -1.3377909533        0.0000000000
       -1.3177909533        0.0000000000
       -1.2977909533        0.0000000000
       -1.2777909533        0.0000000000
       -1.2577909533        0.0000000000
       -1.2377909533        0.0000000000
       -1.2177909533        0.0000000000
       -1.1977909533        0.0000000000
       -1.1777909533        0.0000000000
       -1.1577909533        0.0000000000
       -1.1377909533        0.0000000000
       -1.1177909533        0.0000000000
       -1.0977909533        0.0000000000
       -1.0777909533        0.0000000000
       -1.0577909533        0.0000000000
       -1.0377909533        0.0000000000
       -1.0177909533        0.0000000000
       -0.9977909533        0.0000000000
       -0.9777909533        0.0000000000
       -0.9577909533        0.0000000000
       -0.9377909533        0.0000000000
       -0.9177909533        0.0000000000
       -0.8977909533        0.0000000000
       -0.8777909533        0.0000000000
       -0.8577909533        0.0000000000
       -0.8377909533        0.0000000000
       -0.8177909533        0.0000000000
       -0.7977909533        0.0000000000
       -0.7777909533        0.0000000000
       -0.7577909533        0.0000000000
       -0.7377909533        0.0000000000
       -0.7177909533        0.0000000000
       -0.6977909533        0.0000000000
       -0.6777909533        0.0000000000
       -0.6577909533        0.0000000000
       -0.6377909533        0.0000000000
       -0.6177909533        0.0000000000
       -0.5977909533        0.0000000000
       -0.5777909533        0.0000000000
       -0.5577909533        0.0000000000
       -0.5377909533        0.0000000000
       -0.5177909533        0.0000000000
       -0.4977909533        0.0000000000
       -0.4777909533        0.0000000000
       -0.4577909533        0.0000000000
       -0.4377909533        0.0000000000
       -0.4177909533        0.0000000000
       -0.3977909533        0.0000000000
       -0.3777909533        0.0000000000
       -0.3577909533        0.0000000000
       -0.3377909533        0.0000000000
       -0.3177909533        0.0000000000
       -0.2977909533        0.0000000000
       -0.2777909533        0.0000000000
       -0.2577909533        0.0000000000
       -0.2377909533        0.0000000000
       -0.2177909533        0.0000000000
       -0.1977909533        0.0000000000
       -0.1777909533        0.0000000000
       -0.1577909533        0.0000000000
       -0.1377909533        0.0000000000
       -0.1177909533        0.0000000000
       -0.0977909533        0.0000000000
       -0.0777909533        0.0000000000
       -0.0577909533        0.0000000000
       -0.0377909533        0.0000000000
       -0.0177909533        0.0000000000
        0.0022090467        0.0000001180
        0.0222090467        0.0000030125
        0.0422090467        0.0000110370
        0.0622090467        0.0000246996
        0.0822090467        0.0000444761
        0.1022090467        0.0000708421
        0.1222090467        0.0001042734
        0.1422090467        0.0001452457
        0.1622090467        0.0001942346
        0.1822090467        0.0002517159
        0.2022090467        0.0003181652
        0.2222090467        0.0004053007
        0.2422090467        0.0005393339
        0.2622090467        0.0006814797
        0.2822090467        0.0008390116
        0.3022090467        0.0009979998
        0.3222090467        0.0013152843
        0.3422090467        0.0015177658
        0.3622090467        0.0016900049
        0.3822090467        0.0018568323
        0.4022090467        0.0020373759
        0.4222090467        0.0022595293
        0.4422090467        0.0025170508
        0.4622090467        0.0027722038
        0.4822090467        0.0030406831
        0.5022090467        0.0033271569
        0.5222090467        0.0046749673
        0.5422090467        0.0149478263
        0.5622090467        0.0240920047
        0.5822090467        0.0316376996
        0.6022090467        0.0383310134
        0.6222090467        0.0446405009
        0.6422090467        0.0533355778
        0.6622090467        0.0610573841
        0.6822090467        0.0717642248
        0.7022090467        0.0901270242
        0.7222090467        0.1018316870
        0.7422090467        0.1043051212
        0.7622090467        0.1083077374
        0.7822090467        0.1153288726
        0.8022090467        0.1216805851
        0.8222090467        0.1279036908
        0.8422090467        0.1360206220
        0.8622090467        0.1437671676
        0.8822090467        0.1499230995
        0.9022090467        0.1577333239
        0.9222090467        0.1658098924
        0.9422090467        0.1749717070
        0.9622090467        0.1843647059
        0.9822090467        0.1942037501
        1.0022090467        0.2054135711
        1.0222090467        0.2188590915
        1.0422090467        0.2636325191
        1.0622090467        0.3097614712
        1.0822090467        0.3485301382
        1.1022090467        0.3644920718
        1.1222090467        0.3771256008
        1.1422090467        0.3931088027
        1.1622090467        0.4151543190
        1.1822090467        0.4261182427
        1.2022090467        0.4338818000
        1.2222090467        0.4441022772
        1.2422090467        0.4535237815
        1.2622090467        0.4631963098
        1.2822090467        0.4734886237
        1.3022090467        0.4842459664
        1.3222090467        0.4966718491
        1.3422090467        0.5088713514
        1.3622090467        0.5205577737
        1.3822090467        0.5339687130
        1.4022090467        0.5471272354
        1.4222090467        0.5602301663
        1.4422090467        0.5740129637
        1.4622090467        0.5896935641
        1.4822090467        0.6059164832
        1.5022090467        0.6237630233
        1.5222090467        0.6422333697
        1.5422090467        0.6640561092
        1.5622090467        0.6808124896
        1.5822090467        0.6952949210
        1.6022090467        0.7103217554
        1.6222090467        0.7251347682
        1.6422090467        0.7422025430
        1.6622090467        0.7599513758
        1.6822090467        0.7774104706
        1.7022090467        0.7952849374
        1.7222090467        0.8119263701
        1.7422090467        0.8324526187
        1.7622090467        0.8566442374
        1.7822090467        0.8865766819
        1.8022090467        0.9174578750
        1.8222090467        0.9465347032
        1.8422090467        0.9958866008
        1.8622090467        0.9532272892
        1.8822090467        0.9507123023
        1.9022090467        0.9614955778
        1.9222090467        0.9835679101
        1.9422090467        1.0702937974
        1.9622090467        1.0702929947
        1.9822090467        1.0642688180
        2.0022090467        1.0614918200
        2.0222090467        1.0658851011
        2.0422090467        1.0738661638
        2.0622090467        1.0805233622
        2.0822090467        1.0918187593
        2.1022090467        1.0985987272
        2.1222090467        1.1063986485
        2.1422090467        1.1351003231
        2.1622090467        1.1556364170
        2.1822090467        1.1805712417
        2.2022090467        1.2097000296
        2.2222090467        1.2357954755
        2.2422090467        1.2885320272
