      0.00000000E+00       4.47213595E-01       1.00000000E-01       0.00000000E+00       1.00000000E-01
      4.95443373E-02       5.19563702E-01       1.34973220E-01       1.22732068E-03       1.36200541E-01
      1.03893546E-01       5.26669215E-01       1.38690231E-01       5.39693446E-03       1.44087166E-01
      1.54891568E-01       5.04969038E-01       1.27496865E-01       1.19956989E-02       1.39492564E-01
      2.04891342E-01       4.82587320E-01       1.16445261E-01       2.09902309E-02       1.37435491E-01
      2.51422886E-01       5.07853607E-01       1.28957643E-01       3.16067339E-02       1.60564377E-01
      3.06428212E-01       5.75132621E-01       1.65388766E-01       4.69491246E-02       2.12337891E-01
      3.66429453E-01       5.55151877E-01       1.54096803E-01       6.71352720E-02       2.21232075E-01
      4.17494286E-01       4.68322246E-01       1.09662863E-01       8.71507396E-02       1.96813602E-01
      4.60127584E-01       4.40549624E-01       9.70419858E-02       1.05858697E-01       2.02900683E-01
      5.05592898E-01       4.43628549E-01       9.84031447E-02       1.27812089E-01       2.26215234E-01
      5.48862067E-01       3.87687654E-01       7.51508585E-02       1.50624784E-01       2.25775643E-01
      5.83166242E-01       3.43401158E-01       5.89621778E-02       1.70041433E-01       2.29003611E-01
      6.17542013E-01       3.27430917E-01       5.36055027E-02       1.90679069E-01       2.44284571E-01
      6.48665418E-01       2.89438287E-01       4.18872609E-02       2.10383412E-01       2.52270673E-01
      6.75447015E-01       2.86057112E-01       4.09143358E-02       2.28114335E-01       2.69028671E-01
      7.05862324E-01       2.90983222E-01       4.23356177E-02       2.49120810E-01       2.91456428E-01
      7.33654139E-01       2.32669683E-01       2.70675907E-02       2.69124198E-01       2.96191789E-01
      7.52432269E-01       1.46983027E-01       1.08020051E-02       2.83077159E-01       2.93879164E-01
      7.63083211E-01       1.05026179E-01       5.51524912E-03       2.91147993E-01       2.96663242E-01
      7.73438685E-01       8.43152255E-02       3.55452862E-03       2.99103699E-01       3.02658228E-01
      7.79961566E-01       2.29639502E-02       2.63671505E-04       3.04170022E-01       3.04433694E-01
      7.78065108E-01      -4.74298129E-02       1.12479358E-03       3.02692656E-01       3.03817450E-01
      7.70498256E-01      -8.20171443E-02       3.36340598E-03       2.96833781E-01       3.00197187E-01
      7.61666731E-01      -9.23226299E-02       4.26173400E-03       2.90068105E-01       2.94329839E-01
      7.52036919E-01      -1.47569382E-01       1.08883612E-02       2.82779763E-01       2.93668125E-01
      7.32193655E-01      -2.69137823E-01       3.62175839E-02       2.68053774E-01       3.04271358E-01
      6.98265619E-01      -4.03181241E-01       8.12775567E-02       2.43787438E-01       3.25064994E-01
