      0.00000000E+00       8.94427191E-01       4.00000000E-01       0.00000000E+00       4.00000000E-01
      8.94427191E-02       8.74648703E-01       3.82505177E-01       4.00000000E-03       3.86505177E-01
      1.76460376E-01       8.47348804E-01       3.58999998E-01       1.55691321E-02       3.74569130E-01
      2.60312954E-01       8.13098940E-01       3.30564943E-01       3.38814171E-02       3.64446360E-01
      3.40321284E-01       7.72434063E-01       2.98327191E-01       5.79092880E-02       3.56236479E-01
      4.15863083E-01       7.25848334E-01       2.63427902E-01       8.64710521E-02       3.49898954E-01
      4.86368601E-01       6.73796989E-01       2.27001191E-01       1.18277208E-01       3.45278399E-01
      5.51316457E-01       6.16702947E-01       1.90161262E-01       1.51974918E-01       3.42136180E-01
      6.10230170E-01       5.54966961E-01       1.53994164E-01       1.86190430E-01       3.40184594E-01
      6.62675715E-01       4.88980417E-01       1.19550924E-01       2.19569552E-01       3.39120476E-01
      7.08260378E-01       4.19140052E-01       8.78391915E-02       2.50816381E-01       3.38655573E-01
      7.46633081E-01       3.45863938E-01       5.98109318E-02       2.78730479E-01       3.38541411E-01
      7.77486310E-01       2.69608044E-01       3.63442486E-02       3.02242481E-01       3.38586729E-01
      8.00559682E-01       1.90882486E-01       1.82180617E-02       3.20447903E-01       3.38665964E-01
      8.15645133E-01       1.10266323E-01       6.07933099E-03       3.32638491E-01       3.38717822E-01
      8.22593539E-01       2.84194035E-02       4.03831248E-04       3.38330065E-01       3.38733897E-01
      8.21322512E-01      -5.39105222E-02       1.45317220E-03       3.37285334E-01       3.38738506E-01
      8.11824847E-01      -1.35887350E-01       9.23268589E-03       3.29529791E-01       3.38762477E-01
      7.94176988E-01      -2.16594612E-01       2.34566130E-02       3.15358544E-01       3.38815157E-01
      7.68546642E-01      -2.95053122E-01       4.35281723E-02       2.95331970E-01       3.38860143E-01
      7.35198596E-01      -3.70248411E-01       6.85419428E-02       2.70258488E-01       3.38800431E-01
      6.94497762E-01      -4.41166662E-01       9.73140119E-02       2.41163571E-01       3.38477583E-01
      6.46908607E-01      -5.06836207E-01       1.28441470E-01       2.09245373E-01       3.37686844E-01
      5.92990444E-01      -5.66370282E-01       1.60387648E-01       1.75818833E-01       3.36206481E-01
      5.33388463E-01      -6.19006027E-01       1.91584230E-01       1.42251626E-01       3.33835857E-01
